"id","species_authority","canonical_sciname","image","notes","authority_year","parens_auth_genus","internal_id","major_type","genus","taxon_author","parens_auth_species","genus_authority","deprecated_scientific","subspecies","simple_linnean_group","linnean_order","source","species","taxon_credit","taxon_credit_date","common_name","major_subtype","linnean_family","simple_linnean_subgroup"
"3578","","Microcavia niata","","","","0","13320","boreoeutheria","microcavia","","0","","","","eutheria","rodentia","iucn","niata","","","","euarchontoglires","caviidae","rodents"
"3579","","Microcavia shiptoni","","","","0","13321","boreoeutheria","microcavia","","0","","","","eutheria","rodentia","iucn","shiptoni","","","","euarchontoglires","caviidae","rodents"
"3580","","Chinchilla chinchilla","","","","0","4651","boreoeutheria","chinchilla","","0","","","","eutheria","rodentia","iucn","chinchilla","","","","euarchontoglires","chinchillidae","rodents"
"3581","","Chinchilla lanigera","","","","0","4652","boreoeutheria","chinchilla","","0","","","","eutheria","rodentia","iucn","lanigera","","","","euarchontoglires","chinchillidae","rodents"
"3582","","Lagidium ahuacaense","","","","0","100000145","boreoeutheria","lagidium","","0","","","","eutheria","rodentia","newsp","ahuacaense","","","","euarchontoglires","chinchillidae","rodents"
"3583","","Lagidium peruanum","","","","0","11147","boreoeutheria","lagidium","","0","","","","eutheria","rodentia","iucn","peruanum","","","","euarchontoglires","chinchillidae","rodents"
"3584","","Lagidium viscacia","","","","0","11148","boreoeutheria","lagidium","","0","","","","eutheria","rodentia","iucn","viscacia","","","","euarchontoglires","chinchillidae","rodents"
"3585","","Lagidium wolffsohni","","","","0","11149","boreoeutheria","lagidium","","0","","","","eutheria","rodentia","iucn","wolffsohni","","","","euarchontoglires","chinchillidae","rodents"
"3586","","Lagostomus crassus","","","","0","136452","boreoeutheria","lagostomus","","0","","","","eutheria","rodentia","iucn","crassus","","","","euarchontoglires","chinchillidae","rodents"
"3587","","Lagostomus maximus","","","","0","11170","boreoeutheria","lagostomus","","0","","","","eutheria","rodentia","iucn","maximus","","","","euarchontoglires","chinchillidae","rodents"
"3588","","Abrawayaomys chebezi","","","","0","100000001","boreoeutheria","abrawayaomys","","0","","","","eutheria","rodentia","newsp","chebezi","","","","euarchontoglires","cricetidae","rodents"
"3589","","Abrawayaomys ruschii","","","","0","16","boreoeutheria","abrawayaomys","","0","","","","eutheria","rodentia","iucn","ruschii","","","","euarchontoglires","cricetidae","rodents"
"3590","","Abrothrix andinus","","","","0","4803","boreoeutheria","abrothrix","","0","","","","eutheria","rodentia","iucn","andinus","","","","euarchontoglires","cricetidae","rodents"
"3591","","Abrothrix hershkovitzi","","","","0","734","boreoeutheria","abrothrix","","0","","","","eutheria","rodentia","iucn","hershkovitzi","","","","euarchontoglires","cricetidae","rodents"
"3592","","Abrothrix illuteus","","","","0","735","boreoeutheria","abrothrix","","0","","","","eutheria","rodentia","iucn","illuteus","","","","euarchontoglires","cricetidae","rodents"
"3593","","Abrothrix jelskii","","","","0","4804","boreoeutheria","abrothrix","","0","","","","eutheria","rodentia","iucn","jelskii","","","","euarchontoglires","cricetidae","rodents"
"3594","","Abrothrix lanosus","","","","0","740","boreoeutheria","abrothrix","","0","","","","eutheria","rodentia","iucn","lanosus","","","","euarchontoglires","cricetidae","rodents"
"3595","","Abrothrix longipilis","","","","0","743","boreoeutheria","abrothrix","","0","","","","eutheria","rodentia","iucn","longipilis","","","","euarchontoglires","cricetidae","rodents"
"3596","","Abrothrix manni","","","","0","100000002","boreoeutheria","abrothrix","","0","","","","eutheria","rodentia","newsp","manni","","","","euarchontoglires","cricetidae","rodents"
"3597","","Abrothrix markhami","","","","0","745","boreoeutheria","abrothrix","","0","","","","eutheria","rodentia","iucn","markhami","","","","euarchontoglires","cricetidae","rodents"
"3598","","Abrothrix olivaceus","","","","0","751","boreoeutheria","abrothrix","","0","","","","eutheria","rodentia","iucn","olivaceus","","","","euarchontoglires","cricetidae","rodents"
"3599","","Abrothrix sanborni","","","","0","754","boreoeutheria","abrothrix","","0","","","","eutheria","rodentia","iucn","sanborni","","","","euarchontoglires","cricetidae","rodents"
"3600","","Aegialomys galapagoensis","","","","0","15595","boreoeutheria","aegialomys","","0","","","","eutheria","rodentia","iucn","galapagoensis","","","","euarchontoglires","cricetidae","rodents"
"3601","","Aegialomys xanthaeolus","","","","0","15616","boreoeutheria","aegialomys","","0","","","","eutheria","rodentia","iucn","xanthaeolus","","","","euarchontoglires","cricetidae","rodents"
"3602","","Aepeomys lugens","","","","0","548","boreoeutheria","aepeomys","","0","","","","eutheria","rodentia","iucn","lugens","","","","euarchontoglires","cricetidae","rodents"
"3603","","Aepeomys reigi","","","","0","136484","boreoeutheria","aepeomys","","0","","","","eutheria","rodentia","iucn","reigi","","","","euarchontoglires","cricetidae","rodents"
"3604","","Akodon aerosus","","","","0","723","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","aerosus","","","","euarchontoglires","cricetidae","rodents"
"3605","","Akodon affinis","","","","0","724","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","affinis","","","","euarchontoglires","cricetidae","rodents"
"3606","","Akodon albiventer","","","","0","725","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","albiventer","","","","euarchontoglires","cricetidae","rodents"
"3607","","Akodon aliquantulus","","","","0","136432","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","aliquantulus","","","","euarchontoglires","cricetidae","rodents"
"3608","","Akodon azarae","","","","0","726","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","azarae","","","","euarchontoglires","cricetidae","rodents"
"3609","","Akodon bogotensis","","","","0","727","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","bogotensis","","","","euarchontoglires","cricetidae","rodents"
"3610","","Akodon boliviensis","","","","0","728","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","boliviensis","","","","euarchontoglires","cricetidae","rodents"
"3611","","Akodon budini","","","","0","729","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","budini","","","","euarchontoglires","cricetidae","rodents"
"3612","","Akodon cursor","","","","0","730","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","cursor","","","","euarchontoglires","cricetidae","rodents"
"3613","","Akodon dayi","","","","0","731","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","dayi","","","","euarchontoglires","cricetidae","rodents"
"3614","","Akodon dolores","","","","0","732","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","dolores","","","","euarchontoglires","cricetidae","rodents"
"3615","","Akodon fumeus","","","","0","733","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","fumeus","","","","euarchontoglires","cricetidae","rodents"
"3616","","Akodon iniscatus","","","","0","736","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","iniscatus","","","","euarchontoglires","cricetidae","rodents"
"3617","","Akodon josemariarguedasi","","","","0","100000005","boreoeutheria","akodon","","0","","","","eutheria","rodentia","newsp","josemariarguedasi","","","","euarchontoglires","cricetidae","rodents"
"3618","","Akodon juninensis","","","","0","737","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","juninensis","","","","euarchontoglires","cricetidae","rodents"
"3619","","Akodon kofordi","","","","0","739","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","kofordi","","","","euarchontoglires","cricetidae","rodents"
"3620","","Akodon latebricola","","","","0","741","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","latebricola","","","","euarchontoglires","cricetidae","rodents"
"3621","","Akodon leucolimnaeus","","","","0","136729","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","leucolimnaeus","","","","euarchontoglires","cricetidae","rodents"
"3622","","Akodon lindberghi","","","","0","742","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","lindberghi","","","","euarchontoglires","cricetidae","rodents"
"3623","","Akodon lutescens","","","","0","753","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","lutescens","","","","euarchontoglires","cricetidae","rodents"
"3624","","Akodon mimus","","","","0","746","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","mimus","","","","euarchontoglires","cricetidae","rodents"
"3625","","Akodon molinae","","","","0","747","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","molinae","","","","euarchontoglires","cricetidae","rodents"
"3626","","Akodon mollis","","","","0","748","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","mollis","","","","euarchontoglires","cricetidae","rodents"
"3627","","Akodon montensis","","","","0","136197","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","montensis","","","","euarchontoglires","cricetidae","rodents"
"3628","","Akodon mystax","","","","0","136260","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","mystax","","","","euarchontoglires","cricetidae","rodents"
"3629","","Akodon neocenus","","","","0","749","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","neocenus","","","","euarchontoglires","cricetidae","rodents"
"3630","","Akodon oenos","","","","0","136408","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","oenos","","","","euarchontoglires","cricetidae","rodents"
"3631","","Akodon orophilus","","","","0","752","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","orophilus","","","","euarchontoglires","cricetidae","rodents"
"3632","","Akodon paranaensis","","","","0","136483","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","paranaensis","","","","euarchontoglires","cricetidae","rodents"
"3633","","Akodon pervalens","","","","0","136676","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","pervalens","","","","euarchontoglires","cricetidae","rodents"
"3634","","Akodon philipmyersi","","","","0","136753","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","philipmyersi","","","","euarchontoglires","cricetidae","rodents"
"3635","","Akodon polopi","","","","0","100000006","boreoeutheria","akodon","","0","","","","eutheria","rodentia","newsp","polopi","","","","euarchontoglires","cricetidae","rodents"
"3636","","Akodon reigi","","","","0","136693","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","reigi","","","","euarchontoglires","cricetidae","rodents"
"3637","","Akodon sanctipaulensis","","","","0","755","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","sanctipaulensis","","","","euarchontoglires","cricetidae","rodents"
"3638","","Akodon serrensis","","","","0","756","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","serrensis","","","","euarchontoglires","cricetidae","rodents"
"3639","","Akodon siberiae","","","","0","757","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","siberiae","","","","euarchontoglires","cricetidae","rodents"
"3640","","Akodon simulator","","","","0","758","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","simulator","","","","euarchontoglires","cricetidae","rodents"
"3641","","Akodon spegazzinii","","","","0","759","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","spegazzinii","","","","euarchontoglires","cricetidae","rodents"
"3642","","Akodon subfuscus","","","","0","760","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","subfuscus","","","","euarchontoglires","cricetidae","rodents"
"3643","","Akodon surdus","","","","0","761","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","surdus","","","","euarchontoglires","cricetidae","rodents"
"3644","","Akodon sylvanus","","","","0","762","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","sylvanus","","","","euarchontoglires","cricetidae","rodents"
"3645","","Akodon toba","","","","0","763","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","toba","","","","euarchontoglires","cricetidae","rodents"
"3646","","Akodon torques","","","","0","764","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","torques","","","","euarchontoglires","cricetidae","rodents"
"3647","","Akodon varius","","","","0","766","boreoeutheria","akodon","","0","","","","eutheria","rodentia","iucn","varius","","","","euarchontoglires","cricetidae","rodents"
"3648","","Allocricetulus curtatus","","","","0","42640","boreoeutheria","allocricetulus","","0","","","","eutheria","rodentia","iucn","curtatus","","","","euarchontoglires","cricetidae","rodents"
"3649","","Allocricetulus eversmanni","","","","0","875","boreoeutheria","allocricetulus","","0","","","","eutheria","rodentia","iucn","eversmanni","","","","euarchontoglires","cricetidae","rodents"
"3650","","Alticola albicaudus","","","","0","948","boreoeutheria","alticola","","0","","","","eutheria","rodentia","iucn","albicaudus","","","","euarchontoglires","cricetidae","rodents"
"3651","","Alticola argentatus","","","","0","949","boreoeutheria","alticola","","0","","","","eutheria","rodentia","iucn","argentatus","","","","euarchontoglires","cricetidae","rodents"
